,deposit,stock,label,PREDICT
433,1420000000,74000000,diamond,diamond
434,1830000000,37000000,diamond,diamond
435,1450000000,69000000,diamond,diamond
436,1940000000,59000000,vip,vip
437,1440000000,75000000,diamond,diamond
438,1620000000,72000000,diamond,diamond
439,1810000000,56000000,diamond,diamond
440,1310000000,70000000,diamond,diamond
441,1830000000,69000000,vip,vip
442,1580000000,46000000,diamond,diamond
443,1980000000,54000000,vip,vip
444,1630000000,66000000,diamond,diamond
445,1410000000,78000000,diamond,diamond
446,1790000000,68000000,diamond,diamond
447,1810000000,72000000,vip,vip
448,1710000000,63000000,diamond,diamond
449,1420000000,45000000,normal,normal
450,1780000000,69000000,diamond,diamond
451,1260000000,49000000,normal,normal
452,1840000000,48000000,diamond,diamond
453,1610000000,68000000,diamond,diamond
454,1520000000,49000000,diamond,diamond
455,1300000000,65000000,normal,normal
456,1460000000,67000000,diamond,diamond
457,1590000000,38000000,normal,normal
458,1990000000,60000000,vip,diamond
459,1630000000,46000000,diamond,diamond
460,1500000000,58000000,diamond,diamond
461,1430000000,75000000,diamond,diamond
462,1870000000,59000000,diamond,diamond
463,1660000000,58000000,diamond,diamond
464,1500000000,78000000,diamond,diamond
465,1700000000,45000000,diamond,diamond
466,1420000000,38000000,normal,normal
467,1900000000,57000000,diamond,diamond
468,1680000000,80000000,diamond,diamond
469,1220000000,66000000,normal,normal
470,1540000000,45000000,normal,normal
471,1850000000,71000000,vip,vip
472,1830000000,41000000,diamond,diamond
473,1620000000,65000000,diamond,diamond
474,1390000000,62000000,diamond,diamond
475,1620000000,53000000,diamond,diamond
476,1210000000,45000000,normal,normal
477,1910000000,38000000,diamond,diamond
478,1450000000,44000000,normal,normal
479,1380000000,73000000,diamond,diamond
480,1460000000,47000000,normal,normal
481,1200000000,53000000,normal,normal
482,1370000000,37000000,normal,normal
483,1460000000,51000000,normal,normal
484,1280000000,69000000,normal,normal
485,1640000000,65000000,diamond,diamond
486,1770000000,76000000,vip,vip
487,1520000000,78000000,diamond,diamond
488,1210000000,78000000,normal,normal
489,1660000000,60000000,diamond,diamond
490,1800000000,48000000,diamond,diamond
491,1340000000,76000000,diamond,diamond
492,1650000000,55000000,diamond,diamond
493,1850000000,42000000,diamond,diamond
494,1490000000,71000000,diamond,diamond
495,1330000000,41000000,normal,normal
496,1230000000,51000000,normal,normal
497,1730000000,75000000,diamond,diamond
498,1600000000,53000000,diamond,diamond
499,1310000000,77000000,diamond,diamond
500,1400000000,41000000,normal,normal
501,1310000000,45000000,normal,normal
502,1620000000,46000000,diamond,diamond
503,1200000000,52000000,normal,normal
504,1270000000,74000000,diamond,diamond
505,1690000000,54000000,diamond,diamond
506,1220000000,43000000,normal,normal
507,1710000000,35000000,diamond,diamond
508,1530000000,56000000,diamond,diamond
509,1630000000,68000000,diamond,diamond
510,1810000000,46000000,diamond,diamond
511,1360000000,60000000,normal,normal
512,1420000000,36000000,normal,normal
513,1260000000,38000000,normal,normal
514,1580000000,65000000,diamond,diamond
515,1270000000,46000000,normal,normal
516,2000000000,41000000,diamond,diamond
517,1580000000,50000000,diamond,diamond
518,1420000000,73000000,diamond,diamond
519,1980000000,61000000,vip,vip
520,1840000000,74000000,vip,vip
521,1370000000,37000000,normal,normal
522,1300000000,75000000,diamond,diamond
523,1800000000,43000000,diamond,diamond
524,1860000000,47000000,diamond,diamond
525,1800000000,56000000,diamond,diamond
526,1980000000,76000000,vip,vip
527,1680000000,38000000,diamond,diamond
528,1270000000,70000000,normal,normal
529,1300000000,66000000,normal,normal
530,1250000000,37000000,normal,normal
531,1270000000,78000000,diamond,diamond
532,1230000000,79000000,diamond,diamond
533,1490000000,41000000,normal,normal
534,1990000000,74000000,vip,vip
535,1610000000,43000000,diamond,diamond
536,1930000000,52000000,diamond,diamond
537,1400000000,41000000,normal,normal
538,1270000000,38000000,normal,normal
539,1270000000,74000000,diamond,diamond
540,1490000000,67000000,diamond,diamond
541,1330000000,74000000,diamond,diamond
542,1220000000,37000000,normal,normal
543,1890000000,74000000,vip,vip
544,1960000000,56000000,vip,vip
545,1460000000,80000000,diamond,diamond
546,1550000000,42000000,normal,normal
547,1380000000,65000000,diamond,diamond
548,1540000000,40000000,normal,normal
549,1860000000,49000000,diamond,diamond
550,1220000000,68000000,normal,normal
551,1470000000,59000000,diamond,diamond
552,1320000000,48000000,normal,normal
553,1280000000,73000000,diamond,diamond
554,1990000000,36000000,diamond,diamond
555,1380000000,63000000,diamond,diamond
556,1270000000,62000000,normal,normal
557,1560000000,54000000,diamond,diamond
558,1520000000,41000000,normal,normal
559,1280000000,37000000,normal,normal
560,1960000000,73000000,vip,vip
561,1910000000,38000000,diamond,diamond
562,1410000000,46000000,normal,normal
563,1820000000,59000000,diamond,diamond
564,1700000000,45000000,diamond,diamond
565,1380000000,73000000,diamond,diamond
566,1930000000,42000000,diamond,diamond
567,1600000000,80000000,diamond,diamond
568,1620000000,57000000,diamond,diamond
569,1910000000,52000000,diamond,diamond
570,1880000000,64000000,vip,vip
571,1570000000,78000000,diamond,diamond
572,1550000000,56000000,diamond,diamond
573,1790000000,75000000,vip,vip
574,1520000000,58000000,diamond,diamond
575,1900000000,57000000,diamond,diamond
576,1820000000,46000000,diamond,diamond
577,1570000000,78000000,diamond,diamond
578,1440000000,46000000,normal,normal
579,1300000000,39000000,normal,normal
580,1870000000,75000000,vip,vip
581,1380000000,49000000,normal,normal
582,1380000000,57000000,normal,normal
583,1570000000,60000000,diamond,diamond
584,1880000000,36000000,diamond,diamond
585,1300000000,80000000,diamond,diamond
586,1230000000,40000000,normal,normal
587,1640000000,45000000,diamond,diamond
588,1710000000,68000000,diamond,diamond
589,1950000000,42000000,diamond,diamond
590,1390000000,57000000,normal,normal
591,1710000000,52000000,diamond,diamond
592,1700000000,48000000,diamond,diamond
593,1610000000,54000000,diamond,diamond
594,1310000000,56000000,normal,diamond
595,1970000000,64000000,vip,vip
596,1410000000,68000000,diamond,diamond
597,1330000000,48000000,normal,normal
598,1860000000,72000000,vip,vip
599,1240000000,53000000,normal,normal
600,1490000000,42000000,normal,normal
601,1830000000,51000000,diamond,diamond
602,1910000000,35000000,diamond,diamond
603,1650000000,48000000,diamond,diamond
604,1830000000,76000000,vip,vip
605,1940000000,67000000,vip,vip
606,1440000000,53000000,normal,normal
607,1300000000,51000000,normal,normal
608,1760000000,58000000,diamond,diamond
609,1920000000,48000000,diamond,diamond
610,1620000000,51000000,diamond,diamond
611,1310000000,65000000,normal,normal
612,1570000000,68000000,diamond,diamond
613,1770000000,62000000,diamond,diamond
614,1990000000,58000000,vip,vip
615,1480000000,59000000,diamond,diamond
616,1220000000,75000000,normal,normal
617,1490000000,66000000,diamond,diamond
618,1990000000,52000000,vip,vip
619,1880000000,43000000,diamond,diamond
620,1970000000,80000000,vip,vip
621,1590000000,40000000,normal,normal
622,1950000000,51000000,diamond,diamond
623,1640000000,44000000,diamond,diamond
624,1650000000,69000000,diamond,diamond
625,1350000000,70000000,diamond,diamond
626,1340000000,35000000,normal,normal
627,1320000000,71000000,diamond,diamond
628,1590000000,56000000,diamond,diamond
629,1420000000,48000000,normal,normal
630,1500000000,66000000,diamond,diamond
631,1310000000,38000000,normal,normal
632,1540000000,42000000,normal,normal
633,1420000000,62000000,diamond,diamond
634,1970000000,62000000,vip,vip
635,1670000000,42000000,diamond,diamond
636,1720000000,56000000,diamond,diamond
637,1450000000,63000000,diamond,diamond
638,1250000000,46000000,normal,normal
639,1480000000,47000000,normal,normal
640,1880000000,47000000,diamond,diamond
641,1450000000,46000000,normal,normal
642,1790000000,67000000,diamond,diamond
643,1610000000,48000000,diamond,diamond
644,1890000000,65000000,vip,vip
645,1340000000,72000000,diamond,diamond
646,1250000000,71000000,normal,normal
647,1290000000,61000000,normal,normal
648,1930000000,49000000,diamond,diamond
649,1900000000,43000000,diamond,diamond
650,1950000000,42000000,diamond,diamond
651,1420000000,45000000,normal,normal
652,1660000000,37000000,diamond,diamond
653,1540000000,67000000,diamond,diamond
654,1490000000,65000000,diamond,diamond
655,1640000000,52000000,diamond,diamond
656,1570000000,67000000,diamond,diamond
657,1300000000,35000000,normal,normal
658,1870000000,79000000,vip,diamond
659,1950000000,51000000,diamond,diamond
660,1470000000,42000000,normal,normal
661,1220000000,49000000,normal,normal
662,1370000000,44000000,normal,diamond
663,1630000000,49000000,diamond,diamond
664,1350000000,66000000,diamond,diamond
665,1570000000,62000000,diamond,diamond
666,1370000000,61000000,normal,normal
667,1210000000,76000000,normal,normal
668,1330000000,71000000,diamond,diamond
669,1670000000,59000000,diamond,diamond
670,1550000000,44000000,normal,normal
671,1270000000,37000000,normal,normal
672,1440000000,37000000,normal,normal
673,1480000000,49000000,normal,normal
674,1210000000,55000000,normal,normal
675,1970000000,45000000,diamond,diamond
676,1640000000,63000000,diamond,diamond
677,1810000000,58000000,diamond,diamond
678,1600000000,44000000,diamond,diamond
679,1900000000,49000000,diamond,diamond
680,1590000000,66000000,diamond,diamond
681,1760000000,61000000,diamond,diamond
682,1530000000,76000000,diamond,diamond
683,2000000000,53000000,vip,vip
684,1730000000,66000000,diamond,diamond
685,1310000000,64000000,normal,normal
686,1630000000,40000000,diamond,diamond
687,1250000000,44000000,normal,normal
688,1580000000,64000000,diamond,diamond
689,1380000000,37000000,normal,normal
690,1400000000,66000000,diamond,diamond
691,1340000000,62000000,normal,normal
692,1270000000,43000000,normal,normal
693,1610000000,65000000,diamond,diamond
694,1500000000,53000000,diamond,diamond
695,1590000000,37000000,normal,normal
696,1370000000,47000000,normal,normal
697,1970000000,59000000,vip,vip
698,1370000000,55000000,normal,normal
699,1710000000,37000000,diamond,diamond
700,1760000000,58000000,diamond,diamond
701,2000000000,71000000,vip,vip
702,1410000000,38000000,normal,normal
703,1630000000,80000000,diamond,diamond
704,1400000000,53000000,normal,normal
705,1980000000,40000000,diamond,diamond
706,1330000000,42000000,normal,normal
707,1320000000,52000000,normal,normal
708,1590000000,47000000,diamond,diamond
709,1220000000,65000000,normal,normal
710,1490000000,38000000,normal,normal
711,1760000000,76000000,vip,vip
712,1690000000,37000000,diamond,diamond
713,1700000000,54000000,diamond,diamond
714,1700000000,36000000,diamond,diamond
715,1450000000,55000000,normal,normal
716,1960000000,55000000,vip,vip
717,1410000000,36000000,normal,normal
718,1370000000,43000000,normal,normal
719,1720000000,43000000,diamond,diamond
720,1730000000,61000000,diamond,diamond
721,1630000000,51000000,diamond,diamond
722,1630000000,46000000,diamond,diamond
723,1860000000,43000000,diamond,diamond
724,1860000000,43000000,diamond,diamond
725,1480000000,56000000,diamond,diamond
726,1600000000,49000000,diamond,diamond
727,1520000000,62000000,diamond,diamond
728,1660000000,52000000,diamond,diamond
729,1800000000,49000000,diamond,diamond
730,1930000000,37000000,diamond,diamond
731,1560000000,38000000,normal,normal
732,1550000000,54000000,diamond,diamond
733,1740000000,73000000,diamond,diamond
734,1610000000,61000000,diamond,diamond
735,1490000000,42000000,normal,normal
736,1350000000,75000000,diamond,diamond
737,1680000000,36000000,diamond,diamond
738,1670000000,68000000,diamond,diamond
739,1770000000,77000000,vip,vip
740,1280000000,37000000,normal,normal
741,1430000000,46000000,normal,diamond
742,1620000000,75000000,diamond,diamond
743,1610000000,68000000,diamond,diamond
744,1980000000,53000000,vip,vip
745,1930000000,50000000,diamond,diamond
746,1220000000,38000000,normal,normal
747,1750000000,36000000,diamond,diamond
748,1750000000,80000000,vip,vip
749,1600000000,78000000,diamond,diamond
750,1450000000,59000000,diamond,diamond
751,1580000000,48000000,diamond,diamond
752,1430000000,60000000,diamond,diamond
753,1680000000,38000000,diamond,diamond
754,1840000000,72000000,vip,vip
755,1260000000,66000000,normal,normal
756,1220000000,76000000,normal,normal
757,1870000000,72000000,vip,vip
758,1540000000,49000000,diamond,diamond
759,1500000000,37000000,normal,normal
760,1310000000,60000000,normal,normal
761,1260000000,77000000,diamond,diamond
762,1260000000,62000000,normal,normal
763,1600000000,68000000,diamond,diamond
764,1330000000,45000000,normal,normal
765,1760000000,55000000,diamond,diamond
766,1520000000,59000000,diamond,diamond
767,1730000000,45000000,diamond,diamond
